rank,name,composite_score,credibility_score,experience_score,local_activity_score,website,phone_number,num_reviews,avg_review_rating,reviews_last_6_months,google_num_reviews,google_avg_review_rating,bbb_rating,bbb_accreditation,year_first_active,total_months_active,coverage_type,cities,response_rate,months_since_last_review,num_1_star_reviews
66,This Veteran Buys Houses,47.49194466099006,65.14681370728763,53.2142857145,11.232876712,https://tvetbh.com/,(817) 383-1652,14.0,5.0,0.0,14.0,5.0,A+,False,2020.0,73.0,,Fort Worth,0.2142857143,22.0,0.0
67,Super Cash For Houses,47.352772307919025,74.17310140936006,39.583333327999995,15.3174603175,https://supercashforhouses.com/,(214) 908-1164,6.0,4.333333333,0.0,6.0,4.333333333,A+,True,2015.0,126.0,Local,"Dallas, Fort Worth, Arlington, Plano, Garland, Grapevine, McKinney, Denton, Frisco",0.1666666667,63.0,1.0
68,NOW Property Investments,47.19248662521741,50.26057479081531,51.9999999995,35.55302683626513,https://www.nowpropertyinvest.com/,(214) 744-3491,15.0,5.0,1.0,15.0,5.0,,,2020.0,68.0,,"Arlington, Bedford, Cedar Hill, Dallas, Desoto, Fort Worth Garland, Grand Prairie, Irving, Mesquite, Red Oak, Tyler",0.1333333333,5.0,0.0
69,LUSH Property Solutions,46.16828635460926,40.30826654247201,43.125,59.804918950481806,https://www.keysforcashtoday.com/,(469) 601-2122,16.0,4.5,3.0,16.0,4.5,,,2024.0,25.0,,Dallas,0.125,3.0,2.0
70,Progressive Real Estate Solutions,46.143141662354736,53.45881569507434,62.4999999995,11.538461538,https://sell-my-home.webuydfwrealestate.com/,(469) 269-5779,6.0,5.0,0.0,6.0,5.0,A+,False,2022.0,39.0,,Dallas,0.8333333333,23.0,0.0
71,House Buying Girls,46.0847711251604,43.501659788120726,56.0,36.33642883964846,https://www.housebuyinggirls.com/,(214) 393-8026,25.0,5.0,0.0,25.0,5.0,,,2023.0,30.0,,"Dallas, Fort Worth, Arlington, Plano, Irving, Frisco, Allen, Rockwall, Mckinney, Mesquite, Pasadena, DFW Metro, Garland, Grand Prairie",0.4,7.0,0.0
72,We Buy Cash Houses - Sell Your House Fast,45.85378294422587,31.601672837931485,50.0,62.85245523621311,https://webuycashhouses.net/,(972) 645-2260,6.0,5.0,6.0,6.0,5.0,,,2024.0,6.0,,Duncanville,0.0,4.0,0.0
73,Sell My House Fast Now,45.12051114419655,43.441474026461094,53.461538462,36.12953228764846,https://www.sellmyhousefastnow.com/,(800) 467-0003,26.0,5.0,0.0,26.0,5.0,,,2023.0,29.0,,"Fort Worth, Dallas, Plano, Arlington, Grand Prarie, Allen, Mckinney",0.2307692308,7.0,0.0
74,Ready House Buyer,45.05523320493703,43.078676476299606,54.166666672500014,35.46171711616872,http://readyhousebuyer.com/,(214) 225-3038,24.0,4.916666667,0.0,24.0,4.916666667,,,2023.0,29.0,,"Dallas, Fort Worth, Arling, Plano, Irving, Garland, Grand Prairie, Mesquite, Carrollton, Richardson, Rowlett, Desoto, Grapevine, Lucas, El Paso, Flower Mound, League City, Spring, Katy, Conroe, Waco, Frisco, Allen, Rockwall, Mckinney, Wylie, Denton, Deer Park, Forest Hill, Pflugerville, Balch Springs, Royse City, Cedar Hill, Greenville, Tyler ,Denison, Longview, Lancaster, Bedford, Little Elm, Terrell, Forney, Burleson, Baytown, San Antonio, Sherman, White Settlement, North Richland Hills, Euless, Duncanville, Coppell, Farmers Branch, Murphy, Lake Dallas, Princeton, Watauga, Celina, The Colony, New Braunfels, Round Rock, Fate, Fairview, Anna, Benbrook, Ennis, Corsicana, Glenn Heights, Haltom, Hurst, Crowley, Lewisville, Highland Village, Paris, Decatur, Austin",0.375,7.0,0.0
75,Dallas Houses for Cash,45.05172161289188,43.249335014455276,65.0,20.00795042843906,https://www.dallashousesforcash.com/,(214) 761-6858,3.0,5.0,0.0,3.0,5.0,,,2020.0,66.0,Local,"Dallas, Arlington, Addison, Duncanville, Irving, Mesquite, Garland, Farmers Branch, Carrollton, Richardson, Plano",1.0,13.0,0.0
76,Brilliant Day Homes,44.689387976096974,44.89781204549244,65.0,15.9210526316,https://www.brilliantdayhomes.com/,(713) 903-2582,7.0,5.0,0.0,7.0,5.0,Not Rated,False,2019.0,76.0,Local,"Alvin, Baytown, College Station, Conroe, Cypress, Dallas, Galveston, Houston, Humble, Katy, Kingwood, Magnolia, Missouri City, Pasadena, Pearland, Port Bolivar, San Antonio, Spring, Sugar Land, The Woodlands, Tomball",1.0,40.0,0.0
77,Cowtown Home Buyers,44.560502614868234,48.19676130264614,52.94117646450002,27.009545324939058,https://www.cowtownhomebuyer.com/,(682) 207-7895,17.0,4.764705882,0.0,17.0,4.764705882,,,2021.0,57.0,,"Alamo Heights, Arlington Heights, Benbrook, Burleson, Fort Worth, Granbury, Lake Worth, Ridglea Hills, River Oaks, Roanoke, Southlake, Tanglewood, West Fort Worth, Westworth Village, White Settlement",0.4705882353,6.0,1.0
78,Offerpad,44.457096385521254,57.48347015249122,32.181372554058825,40.80091172241668,https://www.offerpad.com/,(361) 356-7982,51.0,3.960784314,1.0,51.0,3.960784314,,,2019.0,75.0,,"Austin, Dallas-Fort Worth, Houston, San Antonio",0.2549019608,4.0,10.0
79,Ivy Home Solutions,44.40983779978208,34.45881569507434,62.4999999995,35.005246087709395,https://www.ivyhomesolutions.com/,(214) 307-2976,6.0,5.0,0.0,6.0,5.0,,,2024.0,18.0,Local,"Plano, Carrollton, Addison, Richardson, Dallas, Fort Worth",0.8333333333,9.0,0.0
80,Priority Home Buyers,44.03190556848601,42.92370734045917,54.999999997500005,30.449690532709397,https://priorityhomebuyers.com/sell-my-house-fast-dallas-texas/,(214) 295-5925,22.0,4.818181818,0.0,22.0,4.818181818,,,2023.0,30.0,,Dallas,0.5454545455,9.0,1.0
81,RGV Real Estate Solutions,43.56750313432652,46.186516090416895,60.0000000005,16.37158679193906,https://www.sellmyrgvhouse.com/,(956) 797-6594,12.0,5.0,0.0,12.0,5.0,,,2021.0,55.0,,"Brownsville, Edinburg, McAllen, Mission, Pharr, Weslaco",0.6666666667,16.0,0.0
82,Cash Home Buyers Dallas,43.47135965033359,48.03024426650292,50.0,27.037047774929665,https://cashhomebuyersdallas.com/,(214) 854-5638,6.0,5.0,0.0,6.0,5.0,,,2019.0,75.0,,Mesquite,0.0,9.0,0.0
83,Sell My House Fast For Cash Texas,43.364552311195666,40.04047657655754,65.0,18.3934467222906,https://www.sellmyhousefastforcashtexas.com/,(214) 441-7788,2.0,5.0,0.0,2.0,5.0,A-,False,2024.0,17.0,,Dallas,1.0,15.0,0.0
84,Cash Offer Faster,43.068253138005716,40.594493576235976,51.5277777705,35.182933951345305,https://cashofferfaster.com/,(845) 500-8749,18.0,4.944444444,0.0,18.0,4.944444444,,,2024.0,24.0,,"Austin, Beaumont, Corpus Christi, Dallas, Houston, Mcallen",0.1666666667,7.0,0.0
85,House Fast,43.01293793711981,57.05157561204953,50.0,10.7692307692,https://www.housefast.com/sell-my-house-fast-fort-worth-tx/,(214) 251-4466,14.0,5.0,0.0,14.0,5.0,A+,False,2022.0,39.0,,"Arlington, Austin, Corpus Christi, Dallas, El Paso, Fort Worth, Houston, Lubbock, Plano, San Antonio",0.0,32.0,0.0
86,Dallas' Best Home Buyers,42.57612433091012,43.5418733272753,60.5,15.9375,https://www.dallasbesthomebuyers.com/,(972) 850-8655,10.0,5.0,0.0,10.0,5.0,Not Rated,False,2020.0,64.0,Local,"Carrollton, Dallas, Fort Worth, Frisco, Garland, Grand Prairie, Irving, Lewisville, Mesquite, Plano, Richardson",0.7,39.0,0.0
87,Love Investors,42.06008631219508,51.593445857088284,48.05555555750001,18.41305409693906,https://www.loveinvestors.com/,(866) 366-7787,36.0,4.888888889,0.0,36.0,4.888888889,,,2021.0,57.0,,"Killeen, San Antonio, Austin, Longview, Fort Worth, Grand Prairie, Dallas, Houston, Mansfield, Tyler, Waco, Arlington",0.0,15.0,1.0
88,House Cash Offers,41.79748023787228,36.99966762645024,50.0,37.990452749168725,http://housecashoffers.net/,(832) 998-8310,11.0,5.0,0.0,11.0,5.0,,,2023.0,18.0,Local,"Abilene, Amarillo, Arlington, Austin, Beaumont, Brownsville, Carrolton, College Station, Corpus Christi, Dallas, Denton, El Paso, Fort Worth, Frisco, Galveston, Garland, Grand Prairie, Haltom City, Houston, Irving, Killeen, Laredo, League City, Lewisville, Lubbock, McAllen, McKinney, Mesquite, Midland, Missouri City, Pasadena, Plano, San Angelo, San Antonio, Sugar Land, Texas City, Waco",0.0,9.0,0.0
89,New Again Houses,41.71023632769121,42.59590331922803,63.125,10.3125,https://newagainhouses.com/virginia-beach-va,(757) 785-4116,8.0,5.0,0.0,8.0,5.0,Not Rated,False,2020.0,64.0,,"Austin, Dallas, Dallas-Fort Worth, Houston, San Antonio",0.875,57.0,0.0
90,We Buy Central Texas,41.68640407206643,52.98136428250541,39.620445348842104,26.506809947878118,https://www.webuycentraltexas.com/,(254) 277-6584,19.0,4.210526316,0.0,13.0,4.384615385,A,False,2024.0,25.0,Local,"Abilene, Allen, Amarillo, Arlington, Austin, Beaumont, Bedford, Belton, Brownsville, Carrolton, Cedar Hill, Cedar Park, College Station, Copperas Cove, Corpus Christi, Cypress, Dallas, Denton, Duncanville, Edinburg, El Paso, Euless, Fort Worth, Frisco, Garland, Georgetown, Grand Prairie, Grapevine, Houston, Humble, Hurst, Irving, Keller, Killeen, Lancaster, Laredo, League City, Lewisville, Lubbock, Mansfield, McAllen, Mesquite, Midland, North Richland Hills, Odessa, Pasadena, Pearland, Plano, Richardson, Round Rock, San Angelo, San Antonio, Schertz, Spring, Sugar Land, Temple, The Woodlands, Tyler, Universal City, Waco",0.2105263158,13.0,3.0
91,Progressive Real Estate Solutions,40.67513662834886,56.87357265122274,40.0000000075,15.70283026093906,https://sell-my-home.webuydfwrealestate.com/,(469) 269-5779,28.0,4.428571429,0.0,28.0,4.428571429,,,2011.0,174.0,,Plano,0.0,16.0,4.0
92,Value Land Buyers Of Texas,40.61680596013672,47.398695934716805,53.75,11.379310345,https://www.valuelandbuyers.com/sell-my-land-texas-cash-land-buyers/,(469) 472-5313,4.0,5.0,0.0,4.0,5.0,A,False,2023.0,29.0,,Frisco,0.25,18.0,0.0
93,The Aida Group,40.47996617174938,46.80257395025434,45.952380956499994,22.7024130274906,https://www.webuyhoustonhousesfast.com/,(713) 443-6850,7.0,4.428571429,0.0,6.0,4.333333333,Not Rated,False,2017.0,103.0,Statewide,Houston,0.4285714286,12.0,1.0
94,No Worries Home Sale,40.15207801009467,51.53671212169919,47.8846153819,11.111111111,https://noworrieshomesale.com/,(817) 668-5788,26.0,4.846153846,0.0,26.0,4.846153846,,,2020.0,63.0,,"Arlington, Bedford, Burleson, Carrollton, Cedar Hill, Cleburne, Dallas, Denton, DeSoto, Duncanville, Euless, Farmers Branch, Fort Worth, Frisco, Garland, Grand Prairie, Grapevine, Haltom City, Hurst, Irving, Keller, Lewisville, Mansfield, McKinney, Mesquite, North Richland Hills, Plano, Rockwall, Rowlett, Richardson, Waxahachie",0.03846153846,46.0,1.0
95,We Buy Houses Cash Dallas,38.75,55.0,30.0,25.0,https://www.webuyhousescashdallas.com/,(214) 723-1304,,,,,,A+,False,,,,Dallas,,,
96,Texas Cash House Buyer,38.75,55.0,30.0,25.0,https://www.texascashhousebuyer.com/,(817) 587-8108,,,,,,A+,False,,,,Fort Worth,,,
97,DFW Sell Fast,38.75,55.0,30.0,25.0,https://www.dfwsellfast.com/,(817) 601-7777,,,,,,A+,False,,,,Bedford,,,
98,1-800-CashOffer,38.75,55.0,30.0,25.0,https://cashoffer.com/,(800) 227-4633,,,,,,A+,False,,,,Grapevine,,,
99,Fortified Properties,38.65390067245711,33.249335014455276,65.0,10.4166666667,https://www.fortifiedcashoffers.com/,(979) 803-0131,3.0,5.0,0.0,3.0,5.0,,,2024.0,24.0,,"College Station, Bryan, Dallas, Fort Worth, Houston",1.0,23.0,0.0
100,Arlington Cash House Buyer,38.51188419687656,46.178904040566394,50.0,10.1612903226,https://www.webuyhousesarlingtontx.com/,(682) 305-7419,2.0,5.0,0.0,2.0,5.0,,,2015.0,124.0,,"Arlington, Dallas, Fort Worth",0.0,120.0,0.0
101,Houston Area Home Cash Buyers,38.40825901734102,42.51685966454006,50.0,15.6060606061,https://www.houstonareahomecashbuyers.com/,(281) 645-9597,7.0,5.0,0.0,7.0,5.0,Not Rated,False,2020.0,66.0,Local,"Alvin, Atascocita, Austin, Baytown, Beaumont, Bellaire, Brookshire, Bryan College Station, Buda, Channelview, Clear Lake, Cleveland, Conroe, Crosby, Cypress, Dallas, Dayton, Deer Park, Fort Worth, Freeport, Fresno, Friendswood, Galena Park, Galveston, Highlands, Hitchcock, Houston, Huffman, Humble, Katy, Kingwood, Kyle, La Porte, Lake Jackson, League City, Liberty, Livingston, Magnolia, Missouri City, Needville, Orange, Pasadena, Pearland, Plano, Port Arthur, Rosenberg, San Antonio, San Marcos, Santa Fe, Seabrook, Sealy, Spring, Spring Branch, Stafford, Sugar Land, Texas City, Tomball, Victoria, Woodlands",0.0,21.0,0.0
102,Houses 4 Texas,38.39005978471703,32.369380231042584,65.0,10.7692307692,https://houses4texas.com/we-buy-houses-san-marcos-tx/,(210) 610-0912,2.0,5.0,0.0,2.0,5.0,,,2023.0,26.0,,"San Marcos, Austin, Dallas, Forth Worth, Houston, Corpus Christi",1.0,20.0,0.0
103,Home Buyer Allies,38.09616980513019,33.58695728576885,50.0,28.645547563290602,https://www.homebuyerallies.com/,(214) 919-9966,4.0,5.0,0.0,4.0,5.0,,,2024.0,21.0,Local,Dallas,0.0,12.0,0.0
104,House Buyers Texas - Rowlett,37.55262696885878,31.106477871598134,50.0,30.440143280878118,https://housebuyerstexas.net/we-buy-houses-rowlett/?,(972) 960-3792,3.0,5.0,0.0,3.0,5.0,,,2024.0,15.0,,Rowlett,0.0,6.0,0.0
105,Dr Cash Home Buyers,37.3468908124232,29.981810364370496,65.0,10.4166666667,https://drcashhomebuyers.com/dallas-tx,(214) 377-3770,1.0,5.0,0.0,1.0,5.0,,,2024.0,24.0,,Dallas,1.0,23.0,0.0
106,Results House Buyer,37.22559094326486,65.83976807602673,0.0,43.55873485141667,https://www.resultshousebuyer.com/,(800) 448-5166,6.0,2.333333333,1.0,6.0,2.333333333,A+,True,2021.0,49.0,Local,"Dallas, Fort Worth, San Antonio, Houston",0.1666666667,4.0,4.0
107,Dr Cash Home Buyers,36.66402193369798,34.75033261199496,57.5,10.5555555556,https://drcashhomebuyers.com/fort-worth-tx,(817) 210-4299,2.0,5.0,0.0,2.0,5.0,,,2023.0,36.0,,Fort Worth,0.5,25.0,0.0
108,Goodbuy Homes,36.24811261693272,40.291334173894306,50.0,10.5263157895,,(972) 755-1866,1.0,5.0,0.0,1.0,5.0,A+,False,2024.0,19.0,,Richardson,0.0,18.0,0.0
109,Simple Solutions REI,35.66077699005809,38.494047738270226,50.0,11.052631579,http://www.simplesolutionsrei.com/,(469) 615-6541,5.0,5.0,0.0,5.0,5.0,,,2022.0,38.0,,Plano,0.0,19.0,0.0
110,Local Home Buying,34.900000000000006,48.5,30.0,20.0,,(888) 998-5099,,,,,,,,,,Nationwide,,,,
111,Win Win Home Buyers,34.7237794150565,45.20733585501625,40.0000000075,10.5633802817,,(469) 333-0089,7.0,4.428571429,0.0,7.0,4.428571429,,,2020.0,71.0,,Dallas,0.0,23.0,1.0
112,Bodebuilders,34.400000000000006,41.0,30.0,30.0,https://bodebuilders.com/,(832) 910-7743,,,,,,,,,,Local,"Abilene, Allen, Arlington, Austin, Bedford, Carrollton, Conroe, Coppell, Cypress, Dallas, Denton, Desoto, El Paso, Euless, Farmers Branch, Flower Mound, Fort Worth, Frisco, Galveston, Garland, Grand Prairie, Grapevine, Houston, Humble, Irving, Katy, Keller, Kingwood, Lake Dallas, Lancaster, League City, Lewisville, Little Elm, Mckinney, Mesquite, Midlothian, Missouri City, Pasadena, Pearland, Plano, Richardson, Rockwall, Round Rock, San Antonio, Spring, Sugar Land, The Woodlands, Waco, Weatherford",,,
113,Summercrest Capital LLC,33.3,44.5,30.0,20.0,,(838) 250-6539,,,,,,Not Rated,False,,,Nationwide,,,,
114,Cash Home Buyers Texas - San Antonio,33.150000000000006,41.0,30.0,25.0,https://cashhomebuyerstexas.com/sell-your-house-fast-in-san-antonio/?,(210) 851-9159,,,,,,,,,,,Fort Worth,,,
115,We Buy Ugly Houses and HomeVestors,33.150000000000006,41.0,30.0,25.0,https://www.webuyuglyhouses.com/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=corporate-office&y_source=1_MTQ4MTMzMTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(972) 761-0046,,,,,,,,,,,Dallas,,,
116,Dallas Fast House Buyer,33.150000000000006,41.0,30.0,25.0,https://dallasfasthousebuyer.com/%3Futm_source%3DGMB%26utm_medium%3DWebsite-Button,(469) 577-1525,,,,,,,,,,,Dallas,,,
117,Home Cash Buyers Dallas,33.150000000000006,41.0,30.0,25.0,https://homecashbuyersdallas.com/,(214) 706-4277,,,,,,,,,,,Dallas,,,
118,Mortgage Note Buyers Fort Worth TX,33.150000000000006,41.0,30.0,25.0,https://www.cashnoteusa.com/real-estate-mortgage-note-buyers-fort-worth-tx/,(682) 291-9303,,,,,,,,,,,Fort Worth,,,
119,Cash Home Buyers Texas,33.150000000000006,41.0,30.0,25.0,https://cashhomebuyerstexas.com/sell-your-house-fast-in-grand-prairie/?,(214) 463-2382,,,,,,,,,,,Grand Prairie,,,
120,Simple House Solutions,33.150000000000006,41.0,30.0,25.0,https://simplehousedfw.com/,(972) 876-3131,,,,,,,,,,,Dallas,,,
121,We Buy DFW Homes Fast Cash,33.150000000000006,41.0,30.0,25.0,https://www.webuydfwhomesfastcash.com/,(469) 759-0269,,,,,,,,,,,"Dallas, Fort Worth",,,
122,America Buys Houses,33.150000000000006,41.0,30.0,25.0,https://www.americabuyshouses.com/,(972) 523-0065,,,,,,,,,,,Garland,,,
123,"Metroplex Real Estate Agency- Realtor Irving, TX/ Lee Alvarez",33.150000000000006,41.0,30.0,25.0,https://www.dfwsells.com/,(214) 843-1244,,,,,,,,,,,Irving,,,
124,We Buy Ugly Houses and HomeVestors,33.150000000000006,41.0,30.0,25.0,https://www.webuyuglyhouses.com/dallas/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=dallas-tx&y_source=1_NTg0MDE4Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(214) 761-8568,,,,,,,,,,,Dallas,,,
125,Fast Cash Investors,33.150000000000006,41.0,30.0,25.0,https://www.stoptheauctions.com/,(214) 214-7867,,,,,,,,,,,Carrollton,,,
126,New Again Houses,33.150000000000006,41.0,30.0,25.0,https://newagainhouses.com/locations/tx/ft-worth,(817) 812-3009,,,,,,,,,,,"Dallas, Fort Worth",,,
127,WeBuyTexasFast.com,33.150000000000006,41.0,30.0,25.0,https://www.webuytexasfast.com/,(682) 882-7653,,,,,,,,,,,"Arlington, Bedford, Euless, Fort Worth, Grapevine, Haltom City, Hurst, Keller, Mansfield, North Richland Hills",,,
128,We Buy Houses Fast in Dallas,33.150000000000006,41.0,30.0,25.0,https://www.webuyhousesfastindallas.com/,(972) 521-1817,,,,,,,,,,,"Abilene, Addison, Allen, Alvarado, Amarillo, Anna, Argyle, Arlington, Atascocita, Austin, Azle, Baytown, Beaumont, Bedford, Blue Mound, Bryan, Burleson, Carrollton, Cedar Hill, Cedar Park, Celina, Cleburne, College Station, Colleyville, Conroe, Coppell, Corinth, Corpus Christi, Corsicana, Crowley, Dallas, Denton, DeSoto, Duncanville, Edinburg, El Paso, Ennis, Euless, Everman, Fairview, Farmers Branch, Farmersville, Fate, Flower Mound, Forney, Fort Worth, Frisco, Gainesville, Galveston, Garland, Georgetown, Glenn Heights, Godley, Grand Prairie, Grapevine, Greenville, Haltom City, Harlingen, Haslet, Highland Village, Houston, Hurst, Irving, Joshua, Justin, Keene, Keller, Kennedale, Killeen, Lake Dallas, Lancaster, Laredo, League City, Leander, Lewisville, Little Elm, Longview, Lubbock, Mansfield, McKinney, Melissa, Mesquite, Midland, Midlothian, Murphy, Nevada, New Braunfels, North Richland Hills, Oak Point, Odessa, Ovilla, Pasadena, Pearland, Pflugerville, Plano, Ponder, Port Arthur, Princeton, Red Oak, Rendon, Richardson, River Oaks, Roanoke, Rockwall, Round Rock, Rowlett, Royse City, Sachse, San Angelo, San Antonio, San Marcos, Seagoville, Southlake, Spring, Sugar Land, Sunnyvale, Temple, Terrell, The Colony, The Woodlands, Tyler, Venus, Victoria, Watauga, Waxahachie, White Settlement, Wylie",,,
129,We Buy Midcities Homes,33.150000000000006,41.0,30.0,25.0,https://www.webuymidcitieshomes.com/,(817) 527-1350,,,,,,,,,,,"Arlington, Bedford, Euless, Fort Worth, Grapevine, Hurst, Irving, Keller, North Richland Hills",,,
130,Local Cash Buyers,33.150000000000006,41.0,30.0,25.0,https://localcashbuyers.com/,(972) 807-5229,,,,,,,,,,,"Allen, Bedford, Carrollton, Dallas, Fort Worth, Frisco, Garland, Irving, Lewisville, Mesquite, Plano, Richardson, Rockwall, The Colony",,,
131,Marss Home Solutions,33.150000000000006,41.0,30.0,25.0,http://www.marssbuyshomes.com/,(469) 333-7075,,,,,,,,,,,Frisco,,,
132,We Buy Ugly Houses and HomeVestors,33.150000000000006,41.0,30.0,25.0,https://www.webuyuglyhouses.com/lubbock/?utm_source=google-business-profile,(806) 464-4028,,,,,,,,,,,"Abilene, Amarillo, Austin, Beaumont, Brownsville, Bryan, College Station, Corpus Christi, Dallas, El Paso, Fort Worth, Harlingen, Houston, Longview, Mcallen, Midland, Odessa, San Angelo, San Antonio, Sherman, Te, Tyler, Victoria, Waco, Weslaco, Wichita Falls",,,
133,Mojo Buys Houses,33.150000000000006,41.0,30.0,25.0,https://www.dallasbuynflip.com/,(972) 503-9543,,,,,,,,,,,"Dallas, Fort Worth",,,
134,We Buy Houses Texas,33.150000000000006,41.0,30.0,25.0,https://net.webuyhouses.com/,(817) 438-0098,,,,,,,,,,,Fort Worth,,,
135,Real Estate Mortgage Note Buyers Dallas TX,33.150000000000006,41.0,30.0,25.0,https://www.cashnoteusa.com/real-estate-mortgage-note-buyers-dallas-tx/,(469) 802-7880,,,,,,,,,,,Dallas,,,
136,We Buy Dallas Houses,33.150000000000006,41.0,30.0,25.0,https://www.webuydallashouses.com/,(254) 272-3743,,,,,,,,,,,"Allen, Arlington, Bedford, Burleson, Carrollton, Cedar Hill, Coppell, Dallas, Denton, Desoto, Duncanville, Euless, Flower Mound, Fort Worth, Frisco, Garland, Grand Prairie, Grapevine, Haltom City, Hurst, Irving, Keller, Lancaster, Lewisville, Mansfield, Mckinney, Mesquite, North Richland Hills, Plano, Richardson, Rockwall, Rowlett, Wylie",,,
137,We Buy Houses County Wide,33.150000000000006,41.0,30.0,25.0,https://webuyhouses.com/,(877) 932-8946,,,,,,,,,,,Grapevine,,,
138,House Buyers Texas - Sell My House Fast Plano,33.150000000000006,41.0,30.0,25.0,https://housebuyerstexas.net/we-buy-houses-plano-sell-my-house-fast/?,(972) 848-5744,,,,,,,,,,,Plano,,,
139,We Buy Houses in DFW TX,33.150000000000006,41.0,30.0,25.0,https://www.webuyhousesindfwtx.com/,(817) 381-6290,,,,,,,,,,,"Dallas, Fort Worth",,,
140,Cash Home Offer USA,33.150000000000006,41.0,30.0,25.0,https://www.cashhomeofferusa.com/,(888) 724-9603,,,,,,,,,,,"Dallas, Fort Worth, Houston",,,
141,We Buy Ugly Houses and HomeVestors,33.150000000000006,41.0,30.0,25.0,https://www.webuyuglyhouses.com/ft-worth/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=ft.-worth-tx&y_source=1_NTg0MDE5OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(682) 201-2867,,,,,,,,,,,Fort Worth,,,
142,Shannon buys houses fast,33.11177176479225,32.600857983418116,50.0,10.2857142857,https://www.shannonbuyshousesfast.com/,(737) 285-2399,1.0,5.0,0.0,1.0,5.0,,,2023.0,35.0,,Arlington,0.0,34.0,0.0
143,Solid Offers,32.82473902782901,42.475858102640714,36.704545453636364,11.951219512,https://www.solidoffers.com/,(888) 522-6089,11.0,3.909090909,0.0,11.0,3.909090909,,,2022.0,41.0,Statewide,"Austin, Beaumont, Dallas, El Paso, Houston, San Antonio, Fort Worth",0.5454545455,22.0,2.0
144,Higher Home Buyer,32.555121518488676,31.172286554846686,50.0,10.3448275862,https://www.higherhomebuyer.com/,(214) 225-9225,1.0,5.0,0.0,1.0,5.0,,,2023.0,29.0,,Dallas,0.0,28.0,0.0
145,Cash Home Buyers Texas - Denton,32.440599198765106,27.838953221513353,50.0,15.220071640639059,https://cashhomebuyerstexas.com/sell-your-house-fast-in-denton/%3F,(940) 242-4911,1.0,5.0,0.0,1.0,5.0,,,2024.0,15.0,,Denton,0.0,14.0,0.0
146,JKV Homebuyers,32.241056464526736,50.80257395025434,23.03571429342857,15.4301075269,http://www.jkvhomebuyers.com/,(972) 855-8051,7.0,3.428571429,0.0,7.0,3.428571429,,,2018.0,93.0,Local,"Dallas, Fort Worth",0.7142857143,75.0,2.0
147,We Buy Houses Dallas .US,32.15,38.5,30.0,25.0,http://www.webuyhousesdallas.us/,,,,,,,,,,,,"Dallas, Frisco",,,
148,We Buy Fire Damaged Houses,31.732745672276355,44.13590728358768,21.96428571242857,25.563531037965134,https://webuyfiredamagedhouses.com/,(800) 267-2360,7.0,3.857142857,1.0,7.0,3.857142857,,,2021.0,56.0,,Fort Worth,0.1428571429,0.0,2.0
149,Joe Homebuyer Dallas,31.577976238168805,38.77976202398451,38.25,10.7142857143,https://www.joehomebuyerdallasarea.com/,(214) 833-7309,5.0,4.2,0.0,5.0,4.2,Not Rated,False,2020.0,56.0,,Dallas,0.4,42.0,1.0
150,Southern Hills Home Buyers,29.98035594834267,24.78967085014477,45.32467532799999,16.80340497393906,,(817) 857-6274,14.0,4.428571429,0.0,11.0,4.636363636,F,False,2022.0,40.0,,Fort Worth,0.2857142857,15.0,2.0
151,Simple House Buyers,25.91119774584676,43.666334293116904,16.363636355,10.8695652174,https://www.simplehousebuyers.com/https://realequity.com/,(866) 380-5248,11.0,3.545454545,0.0,11.0,3.545454545,,,2022.0,46.0,,"Austin, Dallas, Fort Worth, Houston, San Antonio",0.4545454545,28.0,4.0
